Application_ID,Age,Gender,State,Residence_Type,Monthly_Income,Employment_Status,Education_Level,Family_Members,Disability_Status,Application_Date,Eligibility_Score,Application_Status,Subsidy_Amount,level,state_ut,schemeCategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags
GOV-10536,21,Female,Illinois,Urban,2108.42,Self-Employed,Primary,8,Yes,18-02-25,16,Approved,2500,State,Illinois,Education & Learning,Direct Benefit Transfer,63000,8,67,800000,Any,Any,Diploma,Offline,Gov Assistance Scheme - 150,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10537,22,Male,California,Urban,2351.67,Student,Tertiary,5,No,25-05-25,84,Under Review,0,Central,All India,Education & Learning,Grant,83000,22,50,800000,SC,Female,Diploma,Online,Gov Assistance Scheme - 504,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10538,45,Non-Binary,Illinois,Urban,3654.52,Public Sector,Secondary,6,Yes,16-10-25,37,Pending,1200,Central,All India,Education & Learning,Subsidy,53000,12,39,500000,ST,Female,PG,Online,Gov Assistance Scheme - 529,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10539,81,Male,Texas,Rural,4193.75,Self-Employed,Primary,8,Yes,27-03-25,100,Approved,0,State,Texas,Social Welfare,Subsidy,88000,18,76,200000,SC,Male,Diploma,Online,Gov Assistance Scheme - 997,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10540,42,Male,Florida,Urban,3325.91,Public Sector,Primary,1,Yes,05-03-25,51,Under Review,0,State,Florida,Social Welfare,Stipend,9000,15,56,300000,EWS,Male,Higher Secondary,Online,Gov Assistance Scheme - 495,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10541,45,Female,Texas,Rural,747.11,Self-Employed,,6,Yes,04-10-25,51,Rejected,0,State,Texas,Housing,Direct Benefit Transfer,44000,14,38,500000,OBC,Non-Binary,PhD,Online,Gov Assistance Scheme - 960,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10542,28,Male,Texas,Rural,4277.49,Public Sector,,2,Yes,08-12-25,13,Rejected,1200,State,Texas,Housing,Grant,12000,22,67,300000,SC,Non-Binary,UG,Online+Offline,Gov Assistance Scheme - 364,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10543,82,Non-Binary,Illinois,Urban,2076.85,Private Sector,,3,Yes,07-05-25,65,Rejected,2500,State,Illinois,Social Welfare,Direct Benefit Transfer,100000,4,37,800000,ST,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 274,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10544,58,Non-Binary,California,Rural,803.17,Student,Secondary,1,No,04-07-25,20,Pending,0,State,California,Agriculture,Direct Benefit Transfer,91000,22,30,800000,General,Male,School,Online+Offline,Gov Assistance Scheme - 666,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10545,21,Male,Illinois,Urban,2910.84,Public Sector,Secondary,6,No,16-05-25,90,Rejected,0,Central,All India,Healthcare,Grant,27000,16,30,200000,SC,Non-Binary,Vocational,Online+Offline,Gov Assistance Scheme - 877,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10546,41,Female,New York,Urban,1074.76,Student,,5,Yes,06-12-25,9,Approved,0,State,New York,Agriculture,Grant,24000,10,67,800000,ST,Male,PhD,Online,Gov Assistance Scheme - 649,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10547,55,Female,Florida,Urban,2884.34,Student,Secondary,5,No,04-05-25,22,Pending,0,Central,All India,Healthcare,Scholarship,5000,6,36,800000,ST,Non-Binary,Vocational,Online,Gov Assistance Scheme - 162,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10548,22,Male,California,Urban,3040.59,Student,Secondary,8,Yes,12-05-25,33,Rejected,0,Central,All India,Agriculture,Scholarship,13000,9,33,300000,OBC,Non-Binary,Diploma,Online+Offline,Gov Assistance Scheme - 357,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10549,76,Female,California,Rural,1151.44,Private Sector,Tertiary,7,No,31-05-25,16,Approved,500,Central,All India,Housing,Direct Benefit Transfer,78000,7,54,500000,EWS,Any,PG,Online,Gov Assistance Scheme - 331,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10550,57,Male,Texas,Rural,1222.34,Unemployed,Tertiary,6,Yes,10-05-25,30,Pending,0,Central,All India,Healthcare,Grant,8000,24,66,500000,SC,Any,Higher Secondary,Online+Offline,Gov Assistance Scheme - 368,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10551,55,Male,Texas,Rural,886.5,Unemployed,Primary,6,No,17-05-25,0,Approved,0,Central,All India,Housing,Stipend,14000,21,48,500000,EWS,Male,School,Online,Gov Assistance Scheme - 673,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10552,32,Non-Binary,New York,Rural,3051.52,Self-Employed,,7,No,23-02-25,28,Under Review,0,State,New York,Housing,Stipend,26000,13,60,500000,SC,Non-Binary,Higher Secondary,Offline,Gov Assistance Scheme - 789,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10553,32,Male,Florida,Urban,2100.21,Unemployed,Secondary,5,Yes,03-11-25,85,Approved,1200,State,Florida,Skill Development,Direct Benefit Transfer,73000,20,49,200000,Any,Any,Diploma,Online,Gov Assistance Scheme - 539,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10554,83,Female,Florida,Rural,472.99,Self-Employed,Primary,5,Yes,16-11-25,14,Approved,0,State,Florida,Agriculture,Subsidy,10000,17,64,200000,SC,Female,UG,Offline,Gov Assistance Scheme - 675,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10555,20,Non-Binary,California,Urban,286.39,Public Sector,Secondary,2,No,29-12-25,78,Approved,1200,Central,All India,Agriculture,Stipend,5000,20,71,800000,ST,Male,PhD,Offline,Gov Assistance Scheme - 249,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10556,85,Female,California,Urban,995.75,Self-Employed,Tertiary,7,No,04-02-25,7,Under Review,0,Central,All India,Education & Learning,Stipend,74000,6,45,500000,General,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 138,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10557,85,Male,Florida,Urban,496.64,Student,,4,No,19-01-25,68,Rejected,0,Central,All India,Agriculture,Grant,32000,5,59,200000,ST,Any,UG,Online+Offline,Gov Assistance Scheme - 722,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10558,55,Non-Binary,Illinois,Urban,1901.55,Student,,5,Yes,16-02-25,92,Approved,2500,Central,All India,Agriculture,Stipend,47000,4,51,500000,EWS,Male,PhD,Online+Offline,Gov Assistance Scheme - 178,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10559,60,Female,Illinois,Rural,1420.96,Self-Employed,Tertiary,5,Yes,30-09-25,96,Rejected,0,Central,All India,Education & Learning,Scholarship,42000,16,42,300000,ST,Non-Binary,Higher Secondary,Online,Gov Assistance Scheme - 242,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10560,50,Non-Binary,New York,Urban,1976.87,Student,Primary,5,No,03-09-25,59,Approved,0,Central,All India,Housing,Subsidy,100000,23,72,500000,SC,Non-Binary,Diploma,Online+Offline,Gov Assistance Scheme - 293,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10561,74,Non-Binary,Illinois,Rural,3069.74,Private Sector,Secondary,1,Yes,26-02-25,31,Approved,0,State,Illinois,Skill Development,Scholarship,100000,19,70,300000,EWS,Any,UG,Online+Offline,Gov Assistance Scheme - 940,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10562,81,Female,Illinois,Rural,585.9,Private Sector,Primary,2,Yes,20-10-25,40,Pending,0,Central,All India,Social Welfare,Scholarship,63000,4,71,500000,General,Non-Binary,PhD,Offline,Gov Assistance Scheme - 570,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10563,57,Non-Binary,California,Urban,4291.88,Unemployed,,8,Yes,01-02-25,0,Under Review,1200,State,California,Healthcare,Subsidy,41000,17,64,800000,Any,Any,Higher Secondary,Online+Offline,Gov Assistance Scheme - 625,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10564,35,Non-Binary,New York,Rural,1931.61,Student,Tertiary,6,Yes,09-09-25,95,Pending,500,State,New York,Social Welfare,Subsidy,100000,10,53,800000,Any,Female,Vocational,Offline,Gov Assistance Scheme - 303,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10565,79,Non-Binary,Texas,Urban,2425.36,Private Sector,Tertiary,7,No,07-07-25,9,Under Review,0,Central,All India,Skill Development,Stipend,81000,15,48,500000,EWS,Non-Binary,School,Online+Offline,Gov Assistance Scheme - 222,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10566,75,Non-Binary,New York,Urban,974.95,Student,,1,No,29-06-25,38,Rejected,500,Central,All India,Housing,Direct Benefit Transfer,7000,2,45,800000,ST,Non-Binary,Higher Secondary,Online+Offline,Gov Assistance Scheme - 367,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10567,49,Male,New York,Urban,2988.98,Student,Primary,2,Yes,03-03-25,40,Rejected,500,Central,All India,Healthcare,Scholarship,72000,6,38,200000,Any,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 961,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10568,59,Non-Binary,Texas,Rural,937.15,Unemployed,Tertiary,2,Yes,06-03-25,35,Rejected,2500,Central,All India,Housing,Stipend,46000,5,56,500000,SC,Non-Binary,Diploma,Online+Offline,Gov Assistance Scheme - 631,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10569,46,Female,Florida,Urban,4930.79,Self-Employed,Primary,7,Yes,28-07-25,72,Approved,0,Central,All India,Education & Learning,Stipend,71000,4,36,500000,Any,Any,Diploma,Online,Gov Assistance Scheme - 247,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10570,74,Female,Illinois,Urban,4102.86,Private Sector,,6,No,01-12-25,15,Rejected,0,State,Illinois,Social Welfare,Grant,18000,25,64,800000,General,Male,Diploma,Online+Offline,Gov Assistance Scheme - 428,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10571,19,Non-Binary,Texas,Urban,2702.32,Unemployed,,4,Yes,30-07-25,86,Pending,0,Central,All India,Housing,Direct Benefit Transfer,74000,0,73,500000,General,Any,PhD,Online,Gov Assistance Scheme - 802,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10572,81,Female,California,Urban,20.42,Unemployed,Primary,1,No,09-06-25,98,Under Review,2500,Central,All India,Education & Learning,Direct Benefit Transfer,8000,1,34,800000,OBC,Male,PG,Offline,Gov Assistance Scheme - 687,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10573,53,Male,California,Rural,191.16,Public Sector,,3,Yes,19-01-25,15,Under Review,2500,Central,All India,Healthcare,Scholarship,23000,5,60,500000,SC,Female,Diploma,Online+Offline,Gov Assistance Scheme - 805,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10574,43,Female,Illinois,Urban,3553.81,Unemployed,Secondary,1,Yes,29-08-25,78,Approved,0,State,Illinois,Skill Development,Grant,97000,21,57,500000,EWS,Non-Binary,PG,Online+Offline,Gov Assistance Scheme - 982,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10575,59,Male,Florida,Urban,3886.95,Unemployed,,1,No,27-05-25,46,Rejected,2500,State,Florida,Social Welfare,Scholarship,75000,12,54,500000,OBC,Any,PG,Offline,Gov Assistance Scheme - 440,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
GOV-10576,64,Male,New York,Urban,2157.34,Unemployed,Primary,2,No,01-11-25,4,Approved,0,Central,All India,Agriculture,Subsidy,96000,22,50,800000,Any,Any,Diploma,Online,Gov Assistance Scheme - 555,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support"
