application_id,age,gender,state,residence_type,income,employment_status,education_level,family_members,disability_status,application_date,eligibility_score,application_status,subsidy_amount,level,state_ut,schemecategory,benefit_type,benefit_amount_per_year,min_age,max_age,income_limit,social_category,gender_target,course_level,application_mode,scheme_name,details,documents_required,tags,eligible
GOV-11742,53,Non-Binary,New York,Urban,462.34,Self-Employed,Secondary,2,No,18-06-25,36,Under Review,0,State,New York,Healthcare,Subsidy,55000,10,64,500000,SC,Any,PhD,Offline,Gov Assistance Scheme - 556,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10970,48,Non-Binary,Illinois,Rural,4649.15,Student,Primary,5,No,06-10-25,6,Pending,2500,State,Illinois,Housing,Scholarship,14000,15,68,200000,SC,Non-Binary,School,Online+Offline,Gov Assistance Scheme - 870,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11731,44,Non-Binary,Texas,Rural,2017.69,Student,Primary,3,Yes,17-04-25,89,Rejected,0,Central,All India,Social Welfare,Direct Benefit Transfer,80000,4,44,300000,OBC,Any,Diploma,Offline,Gov Assistance Scheme - 539,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11465,53,Female,Florida,Rural,4329.44,Self-Employed,Primary,4,Yes,11-02-25,48,Pending,1200,Central,All India,Social Welfare,Grant,68000,1,55,500000,ST,Female,UG,Online+Offline,Gov Assistance Scheme - 609,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11420,23,Male,Texas,Rural,3049.02,Self-Employed,Secondary,7,No,15-04-25,83,Under Review,0,Central,All India,Housing,Grant,70000,7,67,200000,General,Male,School,Offline,Gov Assistance Scheme - 904,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10248,55,Male,California,Rural,3798.59,Unemployed,Tertiary,5,Yes,28-11-25,19,Rejected,2500,State,California,Healthcare,Subsidy,78000,20,57,500000,OBC,Any,UG,Online+Offline,Gov Assistance Scheme - 662,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10114,64,Non-Binary,California,Urban,1027.92,Public Sector,Secondary,1,No,10-09-25,35,Rejected,0,Central,All India,Housing,Direct Benefit Transfer,27000,13,70,300000,EWS,Any,Diploma,Offline,Gov Assistance Scheme - 591,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11589,51,Male,Florida,Urban,3824.49,Student,,1,Yes,09-11-25,63,Rejected,500,State,Florida,Housing,Grant,51000,1,70,200000,EWS,Any,School,Online+Offline,Gov Assistance Scheme - 624,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11576,66,Non-Binary,Texas,Urban,1346.43,Unemployed,,1,No,19-08-25,43,Under Review,500,Central,All India,Education & Learning,Scholarship,17000,12,75,300000,OBC,Female,Diploma,Online+Offline,Gov Assistance Scheme - 453,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10160,48,Female,Texas,Urban,1538.27,Private Sector,Secondary,3,No,06-02-25,41,Under Review,1200,Central,All India,Social Welfare,Grant,77000,16,60,800000,SC,Female,UG,Offline,Gov Assistance Scheme - 519,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11767,68,Male,New York,Urban,1866.7,Public Sector,,8,Yes,09-04-25,81,Pending,1200,State,New York,Education & Learning,Stipend,14000,19,52,300000,EWS,Any,Higher Secondary,Online,Gov Assistance Scheme - 415,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10556,85,Female,California,Urban,995.75,Self-Employed,Tertiary,7,No,04-02-25,7,Under Review,0,Central,All India,Education & Learning,Stipend,74000,6,45,500000,General,Non-Binary,PhD,Online+Offline,Gov Assistance Scheme - 138,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11766,73,Non-Binary,Illinois,Rural,4863.32,Private Sector,Tertiary,4,No,07-01-25,35,Pending,0,State,Illinois,Education & Learning,Scholarship,59000,18,63,500000,OBC,Non-Binary,Vocational,Offline,Gov Assistance Scheme - 152,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10603,40,Female,Illinois,Rural,4188.53,Private Sector,Secondary,1,Yes,03-02-25,58,Under Review,1200,Central,All India,Education & Learning,Direct Benefit Transfer,15000,1,68,500000,Any,Female,PhD,Online+Offline,Gov Assistance Scheme - 765,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11336,61,Male,Florida,Urban,160.73,Public Sector,Secondary,2,Yes,12-04-25,3,Rejected,0,State,Florida,Agriculture,Direct Benefit Transfer,29000,6,49,200000,Any,Male,PhD,Online+Offline,Gov Assistance Scheme - 662,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10655,37,Non-Binary,Texas,Rural,3121.8,Student,,6,No,02-04-25,12,Pending,0,State,Texas,Social Welfare,Subsidy,20000,1,45,200000,SC,Any,Diploma,Offline,Gov Assistance Scheme - 858,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11991,48,Female,Illinois,Urban,1154.32,Self-Employed,Secondary,3,Yes,09-05-25,64,Pending,0,State,Illinois,Housing,Scholarship,98000,1,76,500000,ST,Female,Diploma,Online+Offline,Gov Assistance Scheme - 519,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10203,58,Male,Texas,Rural,2951.85,Private Sector,Primary,8,Yes,30-06-25,94,Under Review,0,Central,All India,Housing,Subsidy,79000,16,66,800000,Any,Any,PhD,Online+Offline,Gov Assistance Scheme - 876,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11314,54,Male,California,Rural,3781.5,Student,Tertiary,7,No,23-06-25,63,Pending,1200,State,California,Social Welfare,Subsidy,33000,19,68,200000,SC,Any,Vocational,Online,Gov Assistance Scheme - 652,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10069,81,Female,Illinois,Urban,2601.79,Private Sector,Secondary,4,Yes,30-08-25,89,Approved,0,Central,All India,Agriculture,Direct Benefit Transfer,12000,9,46,300000,Any,Non-Binary,School,Offline,Gov Assistance Scheme - 796,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10933,25,Non-Binary,Florida,Rural,4710.96,Unemployed,Tertiary,6,Yes,09-07-25,48,Under Review,0,State,Florida,Skill Development,Subsidy,65000,12,46,300000,ST,Non-Binary,School,Offline,Gov Assistance Scheme - 277,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11632,40,Female,New York,Urban,2604.95,Private Sector,Secondary,3,Yes,08-02-25,48,Under Review,500,Central,All India,Skill Development,Grant,52000,7,68,800000,EWS,Non-Binary,Diploma,Online,Gov Assistance Scheme - 278,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11147,52,Male,California,Rural,2928.74,Public Sector,Secondary,4,No,01-12-25,18,Rejected,1200,State,California,Agriculture,Scholarship,42000,0,61,200000,EWS,Male,UG,Offline,Gov Assistance Scheme - 862,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10803,44,Non-Binary,New York,Rural,2929.54,Unemployed,Primary,5,No,25-10-25,25,Pending,2500,Central,All India,Skill Development,Stipend,98000,11,64,800000,General,Any,Vocational,Offline,Gov Assistance Scheme - 431,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10847,19,Female,Illinois,Rural,2575.47,Public Sector,,8,Yes,19-01-25,4,Rejected,0,Central,All India,Housing,Stipend,76000,6,37,200000,OBC,Female,Diploma,Online,Gov Assistance Scheme - 787,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11264,25,Female,Texas,Rural,1624.3,Public Sector,Primary,6,Yes,23-01-25,97,Rejected,1200,Central,All India,Housing,Grant,10000,22,42,200000,EWS,Female,School,Online+Offline,Gov Assistance Scheme - 301,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11161,49,Non-Binary,Illinois,Urban,1364.12,Student,Secondary,7,Yes,02-04-25,17,Pending,500,State,Illinois,Skill Development,Direct Benefit Transfer,83000,6,54,300000,SC,Female,Higher Secondary,Offline,Gov Assistance Scheme - 369,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10741,64,Female,New York,Rural,986.85,Student,Primary,8,No,22-01-25,50,Under Review,2500,Central,All India,Housing,Subsidy,43000,23,30,500000,General,Male,School,Online,Gov Assistance Scheme - 228,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10867,82,Female,California,Urban,598.68,Student,Secondary,3,Yes,09-12-25,55,Rejected,1200,State,California,Education & Learning,Direct Benefit Transfer,67000,18,77,800000,OBC,Male,Diploma,Online,Gov Assistance Scheme - 952,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10910,27,Male,New York,Rural,2538.83,Private Sector,Secondary,6,No,20-08-25,20,Approved,0,State,New York,Housing,Direct Benefit Transfer,61000,24,39,300000,General,Male,School,Online+Offline,Gov Assistance Scheme - 549,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-11979,67,Non-Binary,Florida,Rural,3509.79,Student,,6,Yes,30-08-25,87,Rejected,0,Central,All India,Education & Learning,Scholarship,85000,8,42,800000,SC,Male,School,Online,Gov Assistance Scheme - 854,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10534,42,Female,Texas,Rural,1736.41,Private Sector,Secondary,5,No,27-12-25,96,Approved,0,State,Texas,Social Welfare,Scholarship,46000,6,34,500000,Any,Non-Binary,PhD,Online,Gov Assistance Scheme - 193,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-10216,27,Male,New York,Urban,2515.15,Unemployed,Secondary,3,Yes,30-11-25,55,Rejected,0,Central,All India,Social Welfare,Stipend,84000,2,65,300000,OBC,Any,School,Offline,Gov Assistance Scheme - 216,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10333,47,Non-Binary,California,Rural,3178.11,Public Sector,Tertiary,7,No,30-04-25,97,Rejected,2500,State,California,Social Welfare,Direct Benefit Transfer,50000,23,54,200000,ST,Any,UG,Offline,Gov Assistance Scheme - 667,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10122,29,Non-Binary,Florida,Urban,979.58,Unemployed,Secondary,8,Yes,13-08-25,33,Rejected,0,State,Florida,Skill Development,Direct Benefit Transfer,56000,23,30,200000,Any,Non-Binary,UG,Online,Gov Assistance Scheme - 522,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10958,34,Non-Binary,Florida,Urban,2569.78,Student,Tertiary,5,Yes,24-08-25,8,Rejected,0,Central,All India,Agriculture,Subsidy,38000,17,37,800000,EWS,Any,Vocational,Online+Offline,Gov Assistance Scheme - 279,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10730,30,Non-Binary,Texas,Rural,790.24,Private Sector,Tertiary,7,No,20-03-25,77,Approved,1200,Central,All India,Healthcare,Scholarship,73000,20,37,800000,General,Non-Binary,Higher Secondary,Offline,Gov Assistance Scheme - 440,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10063,31,Non-Binary,New York,Urban,3429.58,Private Sector,Primary,7,No,27-07-25,98,Rejected,0,Central,All India,Education & Learning,Stipend,83000,1,67,200000,OBC,Male,Higher Secondary,Online+Offline,Gov Assistance Scheme - 663,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11964,79,Female,Illinois,Urban,4800.43,Student,Primary,8,No,19-04-25,83,Approved,0,Central,All India,Education & Learning,Scholarship,95000,14,73,300000,ST,Female,UG,Online,Gov Assistance Scheme - 832,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",0
GOV-11415,25,Female,Illinois,Rural,1841.31,Student,Secondary,4,Yes,15-11-25,88,Approved,2500,Central,All India,Agriculture,Grant,97000,19,30,300000,ST,Female,School,Offline,Gov Assistance Scheme - 948,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
GOV-10244,67,Female,Florida,Urban,3559.23,Unemployed,,4,Yes,04-03-25,60,Pending,0,State,Florida,Skill Development,Grant,35000,11,71,500000,OBC,Female,Higher Secondary,Online+Offline,Gov Assistance Scheme - 670,This scheme provides financial support to individuals meeting the eligibility criteria.,"Identity Proof, Address Proof, Income Certificate","Gov, Social Welfare, Support",1
